Period,Sensor,Vegetation,North,West,Calendar Day,Hour,Temp,Humidity,Precipitation,AcouOccupancy_left,Bioac_left,Ht_left,Hf_left,H_left,ACI_left,AEI_villa_left,M_left,NDSI_left,ADI_left,npic_left
1,9219,Riparian,39.98615,86.04456,20150509,8,68.5,89,0.01,0.985678343,51.51960421,0.97661788,0.969410856,0.946743975,1935.568105,0.505011,9.13E-12,0.760949924,2.64957,27
1,9219,Riparian,39.98615,86.04456,20150509,9,69.4,85,0.01,1,39.71577883,0.980606234,0.968745888,0.949958257,1813.281256,0.335348,9.64E-12,0.791121401,2.798635,8
1,9219,Riparian,39.98615,86.04456,20150509,10,71.4,83,0.01,0.941745694,43.37344429,0.975617594,0.966239396,0.942680154,1828.703545,0.647048,8.78E-12,0.805211979,1.772602,6
1,9219,Riparian,39.98615,86.04456,20150509,11,74.1,75,0.01,0.995161602,48.13955986,0.978538736,0.963119851,0.942450081,1916.009906,0.667475,9.41E-12,0.959218403,2.266263,8
1,9219,Riparian,39.98615,86.04456,20150509,12,76.3,72,0.01,0.975033869,43.56579302,0.976530078,0.965501397,0.942841154,1849.52044,0.753097,9.14E-12,0.897083004,1.901168,5
1,9219,Riparian,39.98615,86.04456,20150509,13,77.7,67,0.01,0.393845558,41.7963925,0.967803849,0.969484464,0.938270796,1813.938177,0.901266,7.46E-12,0.782133377,0.82804,7
1,9219,Riparian,39.98615,86.04456,20150509,14,80.8,65,0.01,1,44.73004151,0.980398462,0.965619546,0.946691917,1856.230777,0.366858,9.61E-12,0.91794235,2.78337,11
1,9219,Riparian,39.98615,86.04456,20150509,15,81.7,59,0.01,0.612154055,40.30369207,0.9744042,0.96984089,0.945017036,1818.775114,0.851477,8.87E-12,0.860660592,1.29927,11
1,9219,Riparian,39.98615,86.04456,20150509,16,73.2,88,0.01,0.453648152,43.87041715,0.97191267,0.96659432,0.939445267,1839.130408,0.79988,8.30E-12,0.868636714,1.627569,10
1,9219,Riparian,39.98615,86.04456,20150509,17,77,70,0.01,1,37.30219832,0.980691562,0.971815892,0.953051645,1810.165326,0.41289,9.67E-12,0.663684886,2.717032,13
1,9219,Riparian,39.98615,86.04456,20150509,18,76.8,77,0.14,0.994580995,42.0154398,0.980160228,0.966720486,0.947540971,1816.21301,0.557318,9.58E-12,0.82529923,2.469545,14
1,9219,Riparian,39.98615,86.04456,20150509,19,73,77,0.14,0.333075285,34.56001399,0.977287073,0.972947694,0.950849205,1796.229725,0.875675,9.23E-12,0.596500938,1.222287,7
1,9219,Riparian,39.98615,86.04456,20150509,20,68.9,94,0.35,0.999612928,42.39611452,0.980652741,0.97196864,0.953163711,1927.910473,0.55932,9.72E-12,0.721194653,2.536012,9
1,9219,Riparian,39.98615,86.04456,20150509,21,68.4,95,0.35,1,39.82715599,0.980817068,0.974815351,0.956115534,1938.040864,0.475661,9.69E-12,0.628753695,2.647467,4
1,9219,Riparian,39.98615,86.04456,20150509,22,68.4,95,0.35,0.459841301,33.18899702,0.980876185,0.976006411,0.957341446,1839.405482,0.725151,9.78E-12,0.311902297,1.916698,10
1,9219,Riparian,39.98615,86.04456,20150509,23,67.6,95,0.35,0.905360944,31.60510973,0.980808809,0.975565313,0.956843052,1807.100105,0.574605,9.72E-12,-0.240689888,2.390672,4
1,9219,Riparian,39.98615,86.04456,20150510,0,66,95,0.35,1,30.93555308,0.980828161,0.975999384,0.957287681,1802.108633,0.526001,9.70E-12,0.432134705,2.535337,4
1,9219,Riparian,39.98615,86.04456,20150510,1,65.7,96,0,1,30.98949407,0.980589222,0.976348403,0.95739672,1798.935592,0.464895,9.61E-12,0.377911617,2.63548,2
1,9219,Riparian,39.98615,86.04456,20150510,2,65.5,97,0,1,31.17406601,0.980803585,0.97624308,0.957502713,1798.552511,0.452336,9.73E-12,0.744226261,2.759472,3
1,9219,Riparian,39.98615,86.04456,20150510,3,64.6,97,0,1,30.76056997,0.980656694,0.976041358,0.957161492,1795.823277,0.329467,9.74E-12,0.655357077,2.820893,0
1,9219,Riparian,39.98615,86.04456,20150510,4,63.7,98,0,1,30.56629787,0.981023735,0.976203257,0.957678565,1798.113283,0.301922,9.80E-12,0.786562501,2.870403,1
1,9219,Riparian,39.98615,86.04456,20150510,5,64.2,98,0,1,30.95578339,0.981122703,0.975788798,0.957368543,1803.973702,0.296895,9.76E-12,0.766301194,2.857198,5
1,9219,Riparian,39.98615,86.04456,20150510,6,64,98,0,1,36.85635777,0.980721659,0.97022461,0.951520289,1813.805761,0.585831,9.64E-12,0.803419244,2.789815,7
1,9219,Riparian,39.98615,86.04456,20150510,7,65.5,97,0,0.999806464,42.02826729,0.979204746,0.966959414,0.946851248,1815.868118,0.606275,9.44E-12,0.886112875,2.205995,5
1,9219,Riparian,39.98615,86.04456,20150510,8,67.6,95,0,1,44.55835575,0.980586012,0.968086524,0.949292104,1830.184709,0.405218,9.68E-12,0.770484166,2.761014,8
1,9219,Riparian,39.98615,86.04456,20150510,9,69.1,92,0,1,41.63705891,0.980551154,0.965716882,0.946934803,1820.300516,0.437753,9.67E-12,0.867159164,2.702403,13
1,9219,Riparian,39.98615,86.04456,20150510,10,70.5,89,0,1,56.68159911,0.972982293,0.966074949,0.939973819,1990.130519,0.377774,8.60E-12,0.988400877,2.832742,24
1,9219,Riparian,39.98615,86.04456,20150510,11,69.3,95,0.19,1,49.95073898,0.979372604,0.960484826,0.940672525,1898.998533,0.694075,9.46E-12,0.9465375,1.955955,7
1,9219,Riparian,39.98615,86.04456,20150510,12,71.6,90,0.19,0.999612928,48.29565132,0.979160164,0.955113723,0.93520931,1821.02183,0.633603,9.43E-12,0.98147283,2.435152,9
1,9219,Riparian,39.98615,86.04456,20150510,13,74.8,81,0.19,0.961099284,46.58181297,0.978255856,0.960549407,0.939663083,1836.102931,0.803726,9.24E-12,0.955733479,1.812428,2
1,9219,Riparian,39.98615,86.04456,20150510,14,76.3,79,0.19,0.961873428,48.73920925,0.977749862,0.959312404,0.93796757,1847.739439,0.77216,9.11E-12,0.931780094,1.944747,6
1,9219,Riparian,39.98615,86.04456,20150510,15,82.8,58,0.19,1,44.03311711,0.98018999,0.965300378,0.946177768,1812.691465,0.729014,9.62E-12,0.77969968,2.4894,8
1,9219,Riparian,39.98615,86.04456,20150510,16,81.7,58,0.19,0.183472034,46.83168589,0.95856904,0.968664076,0.928531394,1819.618212,0.911754,6.04E-12,0.59368939,0.533346,9
1,9219,Riparian,39.98615,86.04456,20150510,17,83.1,55,0.19,0.646990517,44.32976448,0.970731194,0.964916863,0.936674899,1848.45246,0.833311,7.99E-12,0.827225594,1.370148,6
1,9219,Riparian,39.98615,86.04456,20150510,18,82.8,54,0.19,0.958583317,53.36668345,0.975970759,0.963320823,0.940172955,1924.291475,0.457226,8.87E-12,0.938661959,2.068639,9
1,9219,Riparian,39.98615,86.04456,20150510,19,79.3,59,0.19,0.457905942,46.80171022,0.960640009,0.966970068,0.928910135,1818.715073,0.87818,6.81E-12,0.594800689,0.85465,7
1,9219,Riparian,39.98615,86.04456,20150510,20,77.4,66,0.19,1,40.71208494,0.98002246,0.96669431,0.947382136,1825.056852,0.53236,9.53E-12,0.917335854,2.587073,14
1,9219,Riparian,39.98615,86.04456,20150510,21,75.6,68,0.19,1,32.76225464,0.980838445,0.974833316,0.956153993,1797.208946,0.465286,9.72E-12,0.497539078,2.703922,4
